track,SDR,ISR,SIR,SAR
Al James - Schoolboy Facination,7.117978885032107,10.943962156464629,inf,6.019382174460119
AM Contra - Heart Peripheral,10.012437942551266,14.63188040803243,inf,9.372402260164428
Angels In Amplifiers - I'm Alright,8.717658351358407,13.742066983283435,inf,7.747846664270379
Arise - Run Run Run,7.6136115497120995,12.45694018826817,inf,7.447517658316253
Ben Carrigan - We'll Talk About It All Tonight,4.785545207478108,8.86524664545602,inf,4.089815140039529
BKS - Bulldozer,4.288941100650207,10.920492861051624,inf,3.9115085529914015
BKS - Too Much,10.891190141974523,16.440767885354468,inf,10.142978056925738
Bobby Nobody - Stitch Up,8.672206632151479,15.289652692406664,inf,8.292841899748183
Buitraker - Revo X,4.975534564675211,8.142798685288799,inf,3.336289093797813
Carlos Gonzalez - A Place For Us,6.625728949183168,11.892934304610161,inf,5.885623551723247
Cristina Vane - So Easy,10.018763175843395,15.719706096619415,inf,9.890652229744246
Detsky Sad - Walkie Talkie,9.349540284430352,14.273380163698672,inf,8.52557945927559
Enda Reilly - Cur An Long Ag Seol,9.388025261976747,13.060962734245166,inf,8.592304892890606
Forkupines - Semantics,7.018511131252369,11.02434692823364,inf,6.14026377141569
Georgia Wonder - Siren,5.369354739124433,11.68124366160188,inf,4.31786550819906
Girls Under Glass - We Feel Alright,4.86258781931879,8.506200768029808,inf,4.0455913321189705
Hollow Ground - Ill Fate,7.014856258269878,10.93121167776213,inf,5.79413069087369
James Elder & Mark M Thompson - The English Actor,5.058453971310093,8.461995779532675,inf,5.473934120037826
Juliet's Rescue - Heartbeats,9.001262240341068,15.115905123604701,inf,8.952071511690853
Little Chicago's Finest - My Own,10.76062965892024,18.52099210065677,inf,10.604784286484179
Louis Cressy Band - Good Time,8.362933425314603,14.850770631185862,inf,7.804261569619105
Lyndsey Ollard - Catching Up,10.540516071655581,13.95045268180578,inf,10.13492177218641
M.E.R.C. Music - Knockout,9.93882913007936,15.371321964889136,inf,9.103845203496439
Moosmusic - Big Dummy Shake,10.10669914165939,16.078671277462643,inf,9.21596862260183
Motor Tapes - Shore,4.21019533409667,10.120837932175132,inf,3.9287339539794885
Mu - Too Bright,9.228687769694128,15.72502262745916,inf,8.953474244502216
Nerve 9 - Pray For The Rain,7.463485547343731,10.75673752476861,inf,6.754119463605258
PR - Happy Daze,-18.5231821504171,-0.9227675734812785,inf,-27.002042646645968
PR - Oh No,-0.33682020864622914,1.2632639582220122,inf,-5.821949412120496
Punkdisco - Oral Hygiene,6.0330293673395365,17.136800268320677,inf,5.668819038949129
Raft Monk - Tiring,5.2833729141685835,9.296011386973177,inf,4.4305248743185475
Sambasevam Shanmugam - Kaathaadi,11.443720565200728,15.397765823429703,inf,10.5962074992595
Secretariat - Borderline,5.766966543009712,11.003602987983278,inf,5.3652144324691236
Secretariat - Over The Top,7.948418716973286,14.524257775204475,inf,7.715504337958011
Side Effects Project - Sing With Me,11.769314575319552,18.378322250521283,inf,11.893162053716601
Signe Jakobsen - What Have You Done To Me,10.228962714190896,15.474820623470762,inf,9.355084051149637
Skelpolu - Resurrection,0.16090854171129965,0.47947654943388396,inf,-1.229717266277154
Speak Softly - Broken Man,5.100701888219243,8.799439294436624,inf,5.276717077540454
Speak Softly - Like Horses,7.10658665648894,14.019662440620488,inf,6.3255041599400705
The Doppler Shift - Atrophy,7.238301866965696,13.863973411328294,inf,7.049473924911761
The Easton Ellises (Baumi) - SDRNR,3.8051101083371934,6.859041542250106,inf,2.6389609390496274
The Easton Ellises - Falcon 69,4.757720479435947,9.430090963796141,inf,3.144411896009738
The Long Wait - Dark Horses,7.850585475730648,14.447962603321251,inf,7.433862162573114
The Mountaineering Club - Mallory,10.693357344621317,17.967465386960345,inf,10.47877205148638
The Sunshine Garcia Band - For I Am The Moon,11.458940143010956,18.273851804572146,inf,11.193170401790352
Timboz - Pony,3.9043368611147033,6.415413789473645,inf,2.3503440789618177
Tom McKenzie - Directions,9.41823904462617,12.844533934908682,inf,10.008438692310666
Triviul feat. The Fiend - Widow,9.407396693790886,14.247035231625286,inf,8.049966174018815
We Fell From The Sky - Not You,5.674413749578376,11.178492224692079,inf,4.906270845553858
Zeno - Signs,7.602720145391723,13.72182923116197,inf,6.773796265384289
sum,7.533102846367727,13.391395982703568,inf,6.911635095148025
